,username,date,content
275,Kim_Miyung27,2021-06-09 05:45:59+00:00,"Terimakasih buat Babang GO-FOOD yang udah mau sabar ngantri dari 1 jam lebih.... @gojekindonesia  @McDonalds_ID 

#BTSMeal 
#BTSxMcD https://t.co/PyZw1hfJum"
276,tasharover,2021-06-09 05:44:34+00:00,yey ğŸ’œğŸ’œ #BTSMeal https://t.co/6UsnLXVWhv
277,thepan_316,2021-06-09 05:43:35+00:00,"Dear @gojekindonesia &amp; @GrabID ,
Increase their salary asap.
Minimal bonus.
They deserved it.

And yes Iâ€™m ordering a #BTSMeal .
For *ahem* research purposes.

#btsxmcd https://t.co/Ai3tusMjxZ"
278,djtokaya,2021-06-09 05:36:41+00:00,"Gila sih rata-rata sibuk semua ğŸ˜±
#ShopeeFood #BTSMeal https://t.co/2VPIEN4TCi"
279,emil_skalit,2021-06-09 05:36:12+00:00,Hahahahahaha... Luar biasa. #BTSMeal https://t.co/yXfwtKRTZM
280,wakwawban,2021-06-09 05:36:04+00:00,"McD crew be lyke: ""Hari ini milik gua!"" #BTSMeal #BTSARMY https://t.co/TN2bVJUfw5"
281,lannycarolina_,2021-06-09 05:33:19+00:00,"Kata anakku ""mama gelasnya jangan dibuang"" ya ampun nak kamu kecil2 tau aja barang2 fangirl ğŸ¤­ğŸ¤­ #BTSMeal #BTSxMcD"
282,grandysofia,2021-06-09 05:27:35+00:00,"Waduh, da apa nihğŸ˜…

#BTSMeal https://t.co/q3thiT3VJj"
283,sleppymin,2021-06-09 05:26:25+00:00,"Entah antri drive thru buat anak,istri atau pacar yg pasti bapak ini army banget...case hapenya aja uri leader namjoonğŸ˜ğŸ‘#BTSMeal https://t.co/7MloFexYOF"
284,amoy_____,2021-06-09 05:25:48+00:00,"The Power Of ""Army"" #BTSMeal 

ğŸ¤¦ğŸ¼â€â™‚ï¸ğŸ¤¦ğŸ¼â€â™‚ï¸ https://t.co/0LWKeJXgjy"
285,mrs__poh,2021-06-09 05:25:38+00:00,"Entahlah apa nanti akan se-yummy gambar ini #BTSMeal sing penting ikutan aja beli biar anak wedokku senang... ğŸ˜‘

Kayanya ga kenyang makan ginian ğŸ¤” lebih milih nasi padang... ğŸ¤¤ https://t.co/SxU50fn6EY"
286,Rfhamid,2021-06-09 05:25:26+00:00,Amazingg @McDonalds_ID #BTSMeal #BTSxMcD #McDonaldsXBTS #BTSARMY https://t.co/DHZwmcpoaN
287,KandikyaYanah,2021-06-09 05:21:28+00:00,Finally ternyata bahagia itu mudah banget ya kebagian BTS meal aja udah bahagia bangeettt thank's juga untuk pak ojol udah mau ngantri panjang banget ğŸ˜‡ğŸ˜Š #BTSMeal https://t.co/EmztPZZjCH
288,lannycarolina_,2021-06-09 05:20:54+00:00,"Dan sekarang di grabfood dan gofood mcd nya pada closed
Semangat army yg msh nunggu pesanannya dan abang driver ojol yg msh pd antri #BTSMeal #BTSxMcD"
289,mutiaararaa,2021-06-09 05:19:25+00:00,Berhasil ğŸ’œ #BTSMeal #BTSARMY #BTSxMcD https://t.co/IpGt5DxuQx
290,lannycarolina_,2021-06-09 05:19:18+00:00,"Antriannya tadi jam 11..untung gw udah pesen dari jam stgh 10
#BTSMeal #BTSxMcD https://t.co/k9JZU8c1Oe"
291,PutriSuranti3,2021-06-09 05:18:15+00:00,"11.00 tepat checkout dan udah seantri ini, terimakasih pak udah mau nunggu ğŸ’œğŸ’œğŸ’œ
#BTSxMcD #BTSMeal https://t.co/b8NKdGLHxo"
292,lannycarolina_,2021-06-09 05:17:14+00:00,"Kalau kata bapak grabfood nya, ""untung kakak udah pesen duluan di awal, kalau pesan skrg bisa 3jam antrinya"" #BTSMeal #BTSxMcD"
293,willandh_,2021-06-09 05:14:02+00:00,"Am i an army? ğŸ˜
#BTSMeal #BTSxMcD #BTS #BTSARMY https://t.co/0r7TO3R3Eh"
294,victoriaussie,2021-06-09 05:13:35+00:00,"Mcd kalibata mall antri bgt gaess. Kasih tips ke para driver ya plis bgt lah, kasian mereka :"""") #BTSMeal https://t.co/KPbILAyf1j"
295,greentaefrapp,2021-06-09 05:12:20+00:00,joinning the hype! #BTSMeal ğŸ¥³ğŸ’œ @BTS_twt @McDonalds_ID https://t.co/qmepdFvGFF
296,nurul_xinlu,2021-06-09 05:11:48+00:00,"Makan siang tercancel karena ledakan antrian #BTSMeal 

Kaget pas bpknya tlpn bilang antrian panjang, gak ngeh kalau hari ini adalah #BTSxMcD 
ğŸ˜‚ğŸ˜‚ğŸ¤£ #armykalianluarbiasa https://t.co/mROFcmLBBE"
297,affandymurad,2021-06-09 05:10:26+00:00,Just queing on @McDonalds @McDonalds_ID Drive Thru for #BTSMeal @BTS_twt https://t.co/552a8kiyGk
298,LucySuhada,2021-06-09 05:07:56+00:00,Minta maaf bgt ya pak krn saya ga bs ngantri sendiri di @McDonalds_ID. Lippo cikarang dan dimana2 tp makasi banyak ya bpk2 driver ojol di @gojekindonesia dan @GrabIndonesiaID #BTSMeal #BTSxMcD https://t.co/U20AN1iEfG
299,Lararorenzo,2021-06-09 05:07:51+00:00,"@7bts__update Drama BTS MEAL hari ini :')
#BTSMeal #BTSxMcD 
Sampe ada satpol PP sama Polsek di McDonald Cinere ğŸ™ƒ https://t.co/b3yWS189zN"
300,Alyasyabrina1,2021-06-09 05:07:49+00:00,"Semangat para ojol semoga dikasih rezeki yang melimpah 

Army jangan lupa kasih tips  #BTSMeal #BTSxMcD https://t.co/yzQuyg7Hla"
301,djtokaya,2021-06-09 05:06:40+00:00,"Pas makan siang 
@McDonalds_ID
#BTSMeal https://t.co/xdKtXixzaX"
302,achietmokoginta,2021-06-09 05:05:31+00:00,"PAS MO KLIK BAYAR #BTSMeal GW TINGGAL BENTAR TRANSPER UANG KE GOPEY AJA UDAH LANGSUNG CLOSED ğŸ˜¤ğŸ˜¤ , 
ANAK W NGAMBEK SEKARANG WHOAAA..... https://t.co/MQrI3UL8n2"
303,Lararorenzo,2021-06-09 05:05:30+00:00,"@McDonalds_ID Drama BTS MEAL hari ini :')
#BTSMeal #BTSxMcD 
Sampe ada satpol PP sama Polsek di McDonald Cinere ğŸ™ƒ https://t.co/b3yWS189zN"
304,LucySuhada,2021-06-09 05:04:52+00:00,Semangat buat para driver ojol...dan minta maaf ya pak qlo bakal antri lama #BTSMeal #BTSxMcD https://t.co/JGww9MIXI8
305,catore_wahh,2021-06-09 05:03:05+00:00,"Ngantri ber jam"" cuma demi 9.600. 
#BTSMeal"
306,Haitiw1,2021-06-09 05:02:26+00:00,"Setelah antrian 1jam akhirnya bisa memilikiğŸ¥°ğŸ’œ
Semangat buat army yg masih berjuang antriğŸ’œ #BTSMeal https://t.co/vf0PpiYcS3"
307,Kim_Miyung27,2021-06-09 05:00:09+00:00,"Akhirnya datang juga... 
#BTSMeal https://t.co/KH3MmpdBzd"
308,revinaputrif,2021-06-09 04:58:07+00:00,"Stand by dari jam set 10
#BTSMeal #BTSxMcD https://t.co/N6iNrlomZO"
309,FromAdiba,2021-06-09 04:54:56+00:00,#BTSMealxMcD #BTSMeal #BTSxMcD ya ampun kesian abang ojol aka bapak purnadi yg udah sabar nungguinnya. Thank you bapak ğŸ™ğŸ™ https://t.co/1iWtndZsHW
310,thepan_316,2021-06-09 04:53:05+00:00,"Manteman..
Cuma mau bilang
Jangan lupa tip drivernya ya :)
#BTSMeal #BTSxMcD"
311,juwcahaya,2021-06-09 04:52:26+00:00,terpantau semua outlet McD terdekat tutup di GoFood.. ealaahh #BTSMeal https://t.co/czHGgwXOeV
312,Citralifanny,2021-06-09 04:51:59+00:00,"Ya ampun, semua close order dongğŸ˜­ udah dicancel berapa kali saking penuh nyağŸ˜‚ @McDonalds_ID 

#BTSMeal #BTSxMcD"
313,khumairra,2021-06-09 04:51:36+00:00,"ğŸ˜–ğŸ˜… sabaaar ya buu

#BTSMeal  Indonesia
#BTSxMcD 
@BTS_twt https://t.co/RCYUwBse8E"
314,optimusjeus,2021-06-09 04:51:22+00:00,"Tetanggaku Rajin sekali, untung ikutan nitip ğŸ˜ğŸ‘
#BTSMeal
#BTSxMcD https://t.co/adxD17QL0i"
315,gentasat,2021-06-09 04:51:20+00:00,Gue demen nih kalo Pol PP dateng.  Asal jangan mau aja dikasih ayam #BTSMeal https://t.co/g2UExh41QC
316,Kim_rahmaynd18,2021-06-09 04:51:16+00:00,"Kasian bpknyağŸ˜¢
Semangat pakğŸ’ª
#BTSMeal 
#BTSxMcD 
#gojek 
#gofood https://t.co/7PK5mfo7kh"
317,okanata,2021-06-09 04:48:17+00:00,@umikchan Nanti BTS jadi duta satpolPP #BTSMeal
318,wulan_ds07,2021-06-09 04:46:49+00:00,Euforia #BTSxMcD #BTSMeal @McDonalds @McDonalds_ID https://t.co/YEDAHp0fJK
319,mutiaararaa,2021-06-09 04:46:44+00:00,Para pejuang Army garis depan @McDonalds_ID  #BTSMeal https://t.co/Op32OBsGWc
320,itsindriii,2021-06-09 04:45:15+00:00,"Terpantau di apk 2 ojol ijo udah banyak yang closed~ pesenan ku juga mundur terus jam-nya. Semoga kedapetan, Amiiiin. ğŸ™ğŸ»ğŸ˜¢ #BTSMeal https://t.co/jDicISiJBv"
321,yunicherbleu,2021-06-09 04:42:55+00:00,"Kelakuan Army, hampir semua gerai Mc D tutup dong ,yg pesen lewat ojol sabar yaa kasian itu pasti parah antriannya

#BTSMeal https://t.co/ttmO3RHGWT"
322,Midori_Ratori,2021-06-09 04:41:24+00:00,Yesssssaa #BTSMeal is in da house..... Makasih @McDonalds_ID sudah packing paper bagnya secara terpisah.... #BTSxMcD https://t.co/oEnPYoizIT
323,ShookyBE,2021-06-09 04:37:31+00:00,Gila sih ini mah gw sakit hati bngt anjim blm CO udah soult out ajaaağŸ˜­ini gw blm dapet anjim mana udah nunggu berabad abad lagiğŸ¤§gak tahu lagi dah the power of army itu bnr2 the beast ğŸ§˜ğŸ§˜ #BTSMeal https://t.co/rtvnPelMV9
324,kerorobabilonia,2021-06-09 04:37:27+00:00,"Selamat menikmati , antri cuman 5 menit kurang . Bukan army tapi kepo aja cobain hehe
#BTSMeal #McDonaldsXBTS https://t.co/CGKpwbjH4l"
325,skytaegi,2021-06-09 04:36:34+00:00,HEYYYYYYY SEBANYAK INI CABANG SIBUK SEMUAAAAA ğŸ˜­ğŸ˜­ğŸ˜­ğŸ˜­ğŸ˜­ #BTSMeal https://t.co/sIYgTalD6a
326,hanadulseett,2021-06-09 04:36:05+00:00,"Gileee ditinggal 20 menit buat ngeliat #BTSMeal di Mcd karna belum jam 11, pas balik lagi wadaw bgt antriannya"
327,heraalfa,2021-06-09 04:35:11+00:00,"Bukan kipas anginnya bts, tapi pengen nyobain #BTSMeal ..hp udh standby dr jam 10.50, refresh2 grabfood, berhasil order di jam 11.00 tapi dpt mcd nya yg jauh dr rumah, trus dikirim foto ini ma Bapak Ojolnya di jam 11.07. Wess jann ğŸ¤£ğŸ™ˆ https://t.co/MQpbqgVrfw"
328,bulbulbitt,2021-06-09 04:34:56+00:00,#BTSMeal NANGIS AJAAAAAA https://t.co/qAAjddGegt
329,via89ortega,2021-06-09 04:34:04+00:00,"Di mana-mana antrian nya puanjaaaaang banget 
#McDonaldsXBTS #BTSMeal"
330,sleepwalk_5758,2021-06-09 04:33:30+00:00,Duh @McDonalds_ID baru mau pesan bts meal malah itam putih gak bisa order niat gak sih sebenarnya buat buka layanan ini ğŸ˜’ğŸ˜’ğŸ˜’ #BTSMeal https://t.co/zklPJSgTWN
331,ibnuakmal,2021-06-09 04:33:06+00:00,"Whoâ€™s ready for BTS x McD in Indonesia?

#BTSMeal #BTS #BTSxMcD #McDonalds #McD https://t.co/ZCVuqnrKca"
332,WahyuPsy,2021-06-09 04:32:41+00:00,Efek ğŸ¤£ #BTSMeal https://t.co/XktIcNIhUk
333,vfziame,2021-06-09 04:31:37+00:00,"Makin jauh sajalah kita bertemu wahai suami""ku ğŸ¥° @BTS_twt  #BTSMeal https://t.co/wRBpxodiaw"
334,gentasat,2021-06-09 04:28:37+00:00,Keliatan  banget nih pihak mc d ga ada kesiapan menyambut #BTSMeal . Kasian abang ojol ngantri sampe luar dan drive thru bikin macet. https://t.co/bSn6nFeDtj
335,mochamadrizki,2021-06-09 04:28:26+00:00,Mu beli menu makanannya aja antriannya udah kayak mu nonton konsernya ğŸ¥² #BTSMeal https://t.co/6tRhgF0vet
336,gentasat,2021-06-09 04:28:21+00:00,@aMrazing Yo ih ğŸ¤£ğŸ¤£ğŸ¤£ #BTSMeal https://t.co/UUtUeGHrk0
337,thesmirkingfrog,2021-06-09 04:25:45+00:00,si gercepğŸ˜ğŸ¤ #BTSMeal #BTSxMcD https://t.co/4G9Bi6BfoQ
338,nrlwulandr,2021-06-09 04:24:39+00:00,"Gile, untung gue udh berhasil co, mantap armyğŸ˜­ğŸ”¥ğŸ”¥ğŸ”¥ #BTSMealxMcD #BTSMeal https://t.co/YN3tudhhe7"
339,GangstaGojek,2021-06-09 04:24:19+00:00,"Bener aja ğŸ¥´
#BTSMeal https://t.co/s3YOC27hG2"
340,vfziame,2021-06-09 04:23:24+00:00,Kejadian nii memgajarkan q untuk jdi lebih sabar dalam hal menunggu #BTSMeal
341,sellyfebriyant1,2021-06-09 04:23:18+00:00,Laporan dari MCD Duta Garden nih ğŸ˜Œ #BTSMeal #BTSxMcD https://t.co/xIMdY2eExP
342,vfziame,2021-06-09 04:22:24+00:00,"Fix @McDonalds_ID  sibuk smua,pdhal pengen banget dapet di hari pertama @BTS_twt kapan lagi coba #BTSMeal https://t.co/UhsJKDLT86"
343,nae_bananae,2021-06-09 04:21:35+00:00,"Isi gallery whatsapp dan TL twitter panen foto antrian drive thru McD deh ini ğŸ˜¢
@McDonalds_ID 
#BTSMeal 
#BTS"
344,itsindriii,2021-06-09 04:21:18+00:00,"Kirain karna tempat-nya terpencil dan di apk ojol harus buka pilihan outlet dulu baru keliatan nih mcd pikir-nya gak akan rame, ternyataaaaaaah salah besar. The power of Army X BTS nih~ #BTSMeal https://t.co/HLoB95fIz6"
345,NovitaAnggarini,2021-06-09 04:21:08+00:00,Udah kaya rebutan tiket konser ğŸ˜­ğŸ˜­ @BTS_twt #BTSMeal https://t.co/4uFm3rM2xz
346,qronoz,2021-06-09 04:21:03+00:00,Ehe. #BTSMeal https://t.co/BDQIY874cp
347,sleepwalk_5758,2021-06-09 04:18:57+00:00,@GrahaRaya_ @ryan_nus @gojekindonesia Aelah nih orang segitunya padahal ujung2nya juga mati tiap yg bernapas benci banget kayanya sama #BTSMeal #BTSARMY
348,Bung_Ipay,2021-06-09 04:18:04+00:00,Warga bekasi pada mesen menu Mcd #BTSMeal BTS army bekasi solid katanye @txtdrbekasi @txtdrbkstimur
349,Bung_Ipay,2021-06-09 04:17:07+00:00,Sudah mulai padat McD menu #BTSMeal driver dah padat merayap @TMCPoldaMetro gak pengen nengokin McD pak ğŸ˜ jangan disemprot disana ye pak https://t.co/wexMlUDFqv
350,jphnyye,2021-06-09 04:16:25+00:00,Bless all the gojekers out there. Indo army are thank you for your service ğŸ’œ #BTSMeal https://t.co/l7Yy6xDsay
351,GorideOptimus,2021-06-09 04:14:26+00:00,"Queque Mac. Donald BTS Meal Squad , Selamat Menikamati. Jgn lupa kasih Tips buat abangnya yg Sudah antri ğŸ‘‡
#BTSMeal #BTSxMcD https://t.co/IXH5HNnzVM"
352,pjwfriends,2021-06-09 04:13:38+00:00,"#BTSMeal KU SUDA PESAN, DI SHOPEE DAPET DISKON JADINYA KU CUMAN BAYAR 38RB, KAYANYA RAME DEH... SEMANGAT ABANG OJOL ğŸ˜ğŸ‘ https://t.co/GNWkguy7pW"
353,gentasat,2021-06-09 04:13:10+00:00,Drive thru pun rame sampe keluar antriannnya #BTSMeal https://t.co/eOez3QKsnw
354,GorideOptimus,2021-06-09 04:08:23+00:00,"Semangat buat Sobat driver Food , melimpahnya order #BTSMeal , semoga berkah rezeki hari ini. ğŸ›µ https://t.co/TRPZt6DJOc"
355,MeisyaVioleta,2021-06-09 04:05:06+00:00,"#BTSMeal Wuaduhh dapat juga ini BTS Meal nyuri start lol, pesen jam 10:50an wkwk kata masnya masih syepiii. Semoga ga lama antrinya yeay haha. Btw im not a big fan of BTS, i just wanna join the hype âœŒï¸ https://t.co/o0MckcETxg"
356,Insamm5,2021-06-09 04:04:59+00:00,#BTSxMcD #BTSMeal
357,levinaardia,2021-06-09 04:01:24+00:00,"Buat yang order BTS Meals, please considerate bahwa antriannya gelo dan rame bangett yaaa.. 

Semangatin drivernya, bilang gpp kalau lama, jangan lupa kasih tips! #BTSMeal"
358,filterie_,2021-06-09 04:00:54+00:00,Rame sekali :) #BTSMeal https://t.co/CSRfpzSjSG
359,GangstaGojek,2021-06-09 03:54:15+00:00,"Sekarang adenye. 
Anter Kranggan kemungkinan besar nyodok @McDonalds #BTSMeal ğŸ§˜ https://t.co/ALufaTAlik"
360,Haitiw1,2021-06-09 03:45:37+00:00,Belum rameğŸ˜… #BTSMeal #BTSxMcD #BTS #BTSARMY https://t.co/guhTUHRxoC
361,hafidahh13,2021-06-09 03:36:13+00:00,"Buat BTS Meal aja siap nunggu, apalagi buat kamu

#bts #BTSMeal #BTSARMY #McDonaldsXBTS https://t.co/VvtxDUcssr"
362,bulbulbitt,2021-06-09 03:29:32+00:00,#BTSMeal jiminshiiiiii tunggu akuhhhh https://t.co/IRvszYhMyb
363,evianafs,2021-06-09 03:13:15+00:00,"Merapat ke MCD ga nih ?
Yok ARMY jangan lupa pesen #BTSMeal ğŸ’œ https://t.co/26XR6RAuuk"
364,nae_bananae,2021-06-09 02:52:56+00:00,"Jam segini udah jajan.
@McDonalds_ID demi dukung collab my brooo @BTS_twt @bts_bighit 

Nyahaha 
#BTS
#BTSMeal https://t.co/Jmfv2Rak2q"
365,via89ortega,2021-06-09 02:44:44+00:00,"Melihat antusiasme para driver ojol,menyambut menu #BTSMeal bikin aku ikutan seneng juga,rasanya gak bisa ungkapin dengan kata"" semoga dengan adanya kolaborasi #McDonaldsXBTS bisa bikin happy untuk semuanya semangat untuk para driver dan ARMY hari ini dan sebulan kedepan ğŸ’œğŸ˜"
366,ekkaaaw,2021-06-09 01:55:20+00:00,sayang banget #BTSMeal engga ada burgernya ğŸ˜‘ padahal burger mcd tuh terbae sih!
367,sipaaaaul,2021-06-08 15:53:30+00:00,"Utk abang gofood, grabfood dan shopee food, besok #BTSMeal pasti ramai dan antri, semangat ya bang, jangan lupa prokesnya, pasti ada yg antri beberapa kali juga. Udah gitu aja, aku ga aman beli sih, kecuali pas makan naget keluar jungkook mah ya aku borong lah"
368,sleepwalk_5758,2021-06-08 14:46:59+00:00,"aelah cuma borong 3 paket aja dah koar koar beuuuhhh ğŸ˜’ğŸ˜’ğŸ˜’

#BTSARMY #BTSMeal https://t.co/JhZqEKT7Y4"
369,Citralifanny,2021-06-08 14:24:52+00:00,"Seneng sih denger packaging #BTSMeal terpisah karena sesungguhnya itu yang dituju dari #BTSxMcDonalds karena takut limited, kl untuk makanannya bisa kapan aja w beliâ˜¹ï¸ Tapi kepikiran akan serame apa tu McDelivery, GoFood, GrabFood, ShopeeFoodğŸ˜­ https://t.co/x1OEBotMWM"
370,Septianaekaa1,2021-06-01 17:36:37+00:00,"gimana ga gemesh cobaa, orng modelannya beginian ğŸ˜«ğŸ˜­ meleleh udaahh ğŸ¥µğŸ§ˆ 
anw jangan lupa streaming MV butter Yaaa ğŸ¥°âœ¨ğŸ’œ

 #BTS8thAnniversary #BTS #BTSMeal #BTSARMY #BTSxMcD #ARMY #WeverseShop #Korean #kpop #BANGTAN #BTSBackWithButter #Butter1onHot100 #BUTTERARMYPARTY #Butter https://t.co/aG19KEiLu5"
371,AngelliaBunga,2021-05-29 02:18:10+00:00,"@BTS_jp_official #BTSMEAL
https://t.co/48TUdFNtS2

LINEã‚®ãƒ•ãƒˆã¯ã“ã¡ã‚‰
https://t.co/HNUOg1qJ5F https://t.co/drsQDTtsjF"
372,Citralifanny,2021-05-26 11:29:45+00:00,"Suka kepikiran udh semangat"" menanti #BTSmeal di Indo, tau nya Mcd deket kosan gaada, kebayang pasti kepikiran sampe dapetğŸ¤£"
373,kookieV1995,2021-05-26 07:08:36+00:00,"@BTSPublicity @BTS_twt ğŸ¤—ğŸ¤—ğŸ¤—
#BTSMeal 
#TheBTSMeal
@BTS_twt"
374,Chabiee26,2021-04-19 23:59:21+00:00,Belajar semangat menjadi  #BestFanArmy #BTSmeal #happy_birth_jay selamat pagi https://t.co/kxPBHSUjS0
